snapshot_date,protocol,subset_id,subset_method,subset_K,model_family,enable_spatial_aug,drop_rate,delta_cer_mean,delta_cer_std,n_seeds,source_csv
2026-02-17,P1,topk_k64,topk,64,spatial2d_uni_gru,0,0.0,0.0,0.0,4,/mnt/share_gpu/naokkimu/epg_speller_for_icassp_camera_ready/sweeps/ed20260217/results/dropout_summary_spatial2d.csv
2026-02-17,P1,topk_k64,topk,64,spatial2d_uni_gru,0,0.1,0.0245135,0.002701075649934053,4,/mnt/share_gpu/naokkimu/epg_speller_for_icassp_camera_ready/sweeps/ed20260217/results/dropout_summary_spatial2d.csv
2026-02-17,P1,topk_k64,topk,64,spatial2d_uni_gru,0,0.2,0.078347,0.016201870879623746,4,/mnt/share_gpu/naokkimu/epg_speller_for_icassp_camera_ready/sweeps/ed20260217/results/dropout_summary_spatial2d.csv
2026-02-17,P1,topk_k64,topk,64,spatial2d_uni_gru,0,0.3,0.14403275,0.018337409038629203,4,/mnt/share_gpu/naokkimu/epg_speller_for_icassp_camera_ready/sweeps/ed20260217/results/dropout_summary_spatial2d.csv
2026-02-17,P1,topk_k64,topk,64,spatial2d_uni_gru,1,0.0,0.0,0.0,4,/mnt/share_gpu/naokkimu/epg_speller_for_icassp_camera_ready/sweeps/ed20260217/results/dropout_summary_spatial2d.csv
2026-02-17,P1,topk_k64,topk,64,spatial2d_uni_gru,1,0.1,0.018333750000000003,0.006492583480402852,4,/mnt/share_gpu/naokkimu/epg_speller_for_icassp_camera_ready/sweeps/ed20260217/results/dropout_summary_spatial2d.csv
2026-02-17,P1,topk_k64,topk,64,spatial2d_uni_gru,1,0.2,0.0659815,0.00969253996638652,4,/mnt/share_gpu/naokkimu/epg_speller_for_icassp_camera_ready/sweeps/ed20260217/results/dropout_summary_spatial2d.csv
2026-02-17,P1,topk_k64,topk,64,spatial2d_uni_gru,1,0.3,0.122362,0.011956250889527752,4,/mnt/share_gpu/naokkimu/epg_speller_for_icassp_camera_ready/sweeps/ed20260217/results/dropout_summary_spatial2d.csv
