snapshot_date,split_id,protocol,seed,subject,partition,ch,mean_contact,rank_mean_contact,dead_flag
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,74,0.33374906,32,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,75,0.45988193,16,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,76,0.52423713,8,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,77,0.51933150,10,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,78,0.52348882,9,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,79,0.50128877,13,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,8,0.02461129,90,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,80,0.41914027,23,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,81,0.28585682,38,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,82,0.14409246,54,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,83,0.02261578,91,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,84,0.00041573,118,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,85,0.03558660,85,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,86,0.13170367,57,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,87,0.24569718,42,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,88,0.37149746,28,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,89,0.50370001,12,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,9,0.03841357,83,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,90,0.55441922,2,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,91,0.51475846,11,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,92,0.52914276,7,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,93,0.44632909,19,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,94,0.29184335,36,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,95,0.13053962,60,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,96,0.01870791,93,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,97,0.00199551,114,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,98,0.00174607,115,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,competition,99,0.01172362,98,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,0,0.00000000,122,1
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,1,0.03673004,84,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,10,0.02975554,87,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,100,0.01422238,98,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,101,0.02908963,88,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,102,0.08068694,68,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,103,0.13321300,55,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,104,0.23710506,43,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,105,0.39382459,26,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,106,0.53714887,6,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,107,0.53836502,5,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,108,0.55883291,1,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,109,0.45994568,17,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,11,0.02036625,93,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,110,0.27984929,38,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,111,0.06583019,70,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,112,0.00975729,102,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,113,0.00408306,109,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,114,0.00624901,106,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,115,0.00878647,104,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,116,0.00452116,108,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,117,0.01348988,99,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,118,0.04206081,81,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,119,0.09686848,64,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,12,0.12829230,58,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,120,0.23368089,44,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,121,0.41130640,24,0
