run_id,protocol,split_id,split_npz,dataset_pickle,n_components,downsample_factor,electrode_regions,apply_ts2vec,ts2vec_output_dims,ts2vec_epochs,ts2vec_hidden_dims,ts2vec_depth,ts2vec_batch_size,model_family,n_units,n_layers,stride_len,kernel_len,input_proj_dim,tcn_layers,tcn_kernel_size,transformer_heads,transformer_layers,transformer_ff_mult,specaug_on,white_noise_sd,constant_offset_sd,gaussian_smooth_width,frame_ms,n_batch,train_seed,selection_rank,note,enable_spatial_aug,subset_method,run_id_base,run_id_used,run_dir,eval_greedy_test_json,eval_lex_train_json,eval_lex_all_json,greedy_test_cer,greedy_test_wer,lex_train_cer,lex_train_wer,lex_all_cer,lex_all_wer,param_count,n_samples,total_chars,total_edits,split_seed,stream_rtf,stream_chunk_latency_ms,stream_end_to_end_latency_ms,stream_first_output_latency_ms,stream_model_family,stream_streaming_ready,lex_train_lexicon_source,lex_train_lexicon_size,lex_all_lexicon_source,lex_all_lexicon_size
P3_subj1to2_seed0_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_fps2k64_msx20260224,P3,subj1to2_seed0,raw_dataset/protocolSx_split_seed0_subj1to2_ds1.npz,data/msx20260224/P3_subj1to2_seed0_raw_ds1_el-all_within_fps2k64.pkl,-1,1,all,0,,,,,,uni_gru,512,5,4,32,64,4,3,4,2,4,1,0.8,0.2,2.0,10.0,10000,0,,msx:k64_uni_gru,,within_fps2k64,P3_subj1to2_seed0_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_fps2k64_msx20260224,P3_subj1to2_seed0_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_fps2k64_msx20260224,logs/P3_subj1to2_seed0_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_fps2k64_msx20260224,logs/P3_subj1to2_seed0_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_fps2k64_msx20260224/eval_greedy_test.json,logs/P3_subj1to2_seed0_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_fps2k64_msx20260224/eval_lex_train.json,logs/P3_subj1to2_seed0_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_fps2k64_msx20260224/eval_lex_all.json,0.5119182746878547,0.9776632302405498,0.5214245175936436,0.8084192439862543,0.5116345062429057,0.7955326460481099,10252827,1164,7048,3608,None,0.0001131314237064712,0.005392923766413545,280.23534737849013,280.0,uni_gru,True,train,1114,all,1164
P3_subj1to2_seed0_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_transfer_subj1_topk64_msx20260224,P3,subj1to2_seed0,raw_dataset/protocolSx_split_seed0_subj1to2_ds1.npz,data/msx20260224/P3_subj1to2_seed0_raw_ds1_el-all_transfer_subj1_topk64.pkl,-1,1,all,0,,,,,,uni_gru,512,5,4,32,64,4,3,4,2,4,1,0.8,0.2,2.0,10.0,10000,0,,msx:k64_uni_gru,,transfer_subj1_topk64,P3_subj1to2_seed0_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_transfer_subj1_topk64_msx20260224,P3_subj1to2_seed0_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_transfer_subj1_topk64_msx20260224,logs/P3_subj1to2_seed0_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_transfer_subj1_topk64_msx20260224,logs/P3_subj1to2_seed0_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_transfer_subj1_topk64_msx20260224/eval_greedy_test.json,logs/P3_subj1to2_seed0_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_transfer_subj1_topk64_msx20260224/eval_lex_train.json,logs/P3_subj1to2_seed0_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_transfer_subj1_topk64_msx20260224/eval_lex_all.json,0.5107832009080591,0.9725085910652921,0.518161180476731,0.7972508591065293,0.5130533484676504,0.7878006872852233,10252827,1164,7048,3600,None,0.00011674162530057017,0.005565020442478328,280.24285768334755,280.0,uni_gru,True,train,1114,all,1164
P3_subj1to2_seed0_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_random64_seed20260224_msx20260224,P3,subj1to2_seed0,raw_dataset/protocolSx_split_seed0_subj1to2_ds1.npz,data/msx20260224/P3_subj1to2_seed0_raw_ds1_el-all_random64_seed20260224.pkl,-1,1,all,0,,,,,,uni_gru,512,5,4,32,64,4,3,4,2,4,1,0.8,0.2,2.0,10.0,10000,0,,msx:k64_uni_gru,,random64_seed20260224,P3_subj1to2_seed0_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_random64_seed20260224_msx20260224,P3_subj1to2_seed0_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_random64_seed20260224_msx20260224,logs/P3_subj1to2_seed0_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_random64_seed20260224_msx20260224,logs/P3_subj1to2_seed0_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_random64_seed20260224_msx20260224/eval_greedy_test.json,logs/P3_subj1to2_seed0_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_random64_seed20260224_msx20260224/eval_lex_train.json,logs/P3_subj1to2_seed0_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_random64_seed20260224_msx20260224/eval_lex_all.json,0.5330590238365494,0.9725085910652921,0.5437003405221339,0.8170103092783505,0.5377412031782066,0.8067010309278351,10252827,1164,7048,3757,None,0.0001199702275974741,0.005718926452752241,280.2495741469248,280.0,uni_gru,True,train,1114,all,1164
P3_subj1to2_seed1_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_topk64_msx20260224,P3,subj1to2_seed1,raw_dataset/protocolSx_split_seed1_subj1to2_ds1.npz,data/msx20260224/P3_subj1to2_seed1_raw_ds1_el-all_within_topk64.pkl,-1,1,all,0,,,,,,uni_gru,512,5,4,32,64,4,3,4,2,4,1,0.8,0.2,2.0,10.0,10000,0,,msx:k64_uni_gru,,within_topk64,P3_subj1to2_seed1_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_topk64_msx20260224,P3_subj1to2_seed1_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_topk64_msx20260224,logs/P3_subj1to2_seed1_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_topk64_msx20260224,logs/P3_subj1to2_seed1_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_topk64_msx20260224/eval_greedy_test.json,logs/P3_subj1to2_seed1_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_topk64_msx20260224/eval_lex_train.json,logs/P3_subj1to2_seed1_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_topk64_msx20260224/eval_lex_all.json,0.5439841089670828,0.9828178694158075,0.5463961407491487,0.820446735395189,0.5419977298524404,0.8152920962199313,10252827,1164,7048,3834,None,0.00011301818368190929,0.005387403805289762,280.2353749317165,280.0,uni_gru,True,train,1114,all,1164
P3_subj1to2_seed1_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_fps2k64_msx20260224,P3,subj1to2_seed1,raw_dataset/protocolSx_split_seed1_subj1to2_ds1.npz,data/msx20260224/P3_subj1to2_seed1_raw_ds1_el-all_within_fps2k64.pkl,-1,1,all,0,,,,,,uni_gru,512,5,4,32,64,4,3,4,2,4,1,0.8,0.2,2.0,10.0,10000,0,,msx:k64_uni_gru,,within_fps2k64,P3_subj1to2_seed1_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_fps2k64_msx20260224,P3_subj1to2_seed1_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_fps2k64_msx20260224,logs/P3_subj1to2_seed1_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_fps2k64_msx20260224,logs/P3_subj1to2_seed1_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_fps2k64_msx20260224/eval_greedy_test.json,logs/P3_subj1to2_seed1_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_fps2k64_msx20260224/eval_lex_train.json,logs/P3_subj1to2_seed1_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_fps2k64_msx20260224/eval_lex_all.json,0.5177355278093076,0.9759450171821306,0.5398694665153235,0.8230240549828178,0.536038592508513,0.8161512027491409,10252827,1164,7048,3649,None,0.00011666949446320683,0.005561456200723955,280.2429792569483,280.0,uni_gru,True,train,1114,all,1164
P3_subj1to2_seed1_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_transfer_subj1_topk64_msx20260224,P3,subj1to2_seed1,raw_dataset/protocolSx_split_seed1_subj1to2_ds1.npz,data/msx20260224/P3_subj1to2_seed1_raw_ds1_el-all_transfer_subj1_topk64.pkl,-1,1,all,0,,,,,,uni_gru,512,5,4,32,64,4,3,4,2,4,1,0.8,0.2,2.0,10.0,10000,0,,msx:k64_uni_gru,,transfer_subj1_topk64,P3_subj1to2_seed1_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_transfer_subj1_topk64_msx20260224,P3_subj1to2_seed1_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_transfer_subj1_topk64_msx20260224,logs/P3_subj1to2_seed1_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_transfer_subj1_topk64_msx20260224,logs/P3_subj1to2_seed1_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_transfer_subj1_topk64_msx20260224/eval_greedy_test.json,logs/P3_subj1to2_seed1_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_transfer_subj1_topk64_msx20260224/eval_lex_train.json,logs/P3_subj1to2_seed1_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_transfer_subj1_topk64_msx20260224/eval_lex_all.json,0.5263904653802497,0.9759450171821306,0.5195800227014756,0.7869415807560137,0.5140465380249716,0.7783505154639175,10252827,1164,7048,3710,None,0.00011117380496866657,0.005299485095446703,280.2315337753685,280.0,uni_gru,True,train,1114,all,1164
P3_subj1to2_seed1_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_random64_seed20260224_msx20260224,P3,subj1to2_seed1,raw_dataset/protocolSx_split_seed1_subj1to2_ds1.npz,data/msx20260224/P3_subj1to2_seed1_raw_ds1_el-all_random64_seed20260224.pkl,-1,1,all,0,,,,,,uni_gru,512,5,4,32,64,4,3,4,2,4,1,0.8,0.2,2.0,10.0,10000,0,,msx:k64_uni_gru,,random64_seed20260224,P3_subj1to2_seed1_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_random64_seed20260224_msx20260224,P3_subj1to2_seed1_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_random64_seed20260224_msx20260224,logs/P3_subj1to2_seed1_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_random64_seed20260224_msx20260224,logs/P3_subj1to2_seed1_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_random64_seed20260224_msx20260224/eval_greedy_test.json,logs/P3_subj1to2_seed1_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_random64_seed20260224_msx20260224/eval_lex_train.json,logs/P3_subj1to2_seed1_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_random64_seed20260224_msx20260224/eval_lex_all.json,0.5305051078320091,0.9785223367697594,0.5404370034052214,0.8195876288659794,0.5400113507377979,0.8178694158075601,10252827,1164,7048,3739,None,0.00011336763576020403,0.005404061650912818,280.236102710702,280.0,uni_gru,True,train,1114,all,1164
P3_subj1to2_seed2_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_topk64_msx20260224,P3,subj1to2_seed2,raw_dataset/protocolSx_split_seed2_subj1to2_ds1.npz,data/msx20260224/P3_subj1to2_seed2_raw_ds1_el-all_within_topk64.pkl,-1,1,all,0,,,,,,uni_gru,512,5,4,32,64,4,3,4,2,4,1,0.8,0.2,2.0,10.0,10000,0,,msx:k64_uni_gru,,within_topk64,P3_subj1to2_seed2_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_topk64_msx20260224,P3_subj1to2_seed2_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_topk64_msx20260224,logs/P3_subj1to2_seed2_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_topk64_msx20260224,logs/P3_subj1to2_seed2_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_topk64_msx20260224/eval_greedy_test.json,logs/P3_subj1to2_seed2_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_topk64_msx20260224/eval_lex_train.json,logs/P3_subj1to2_seed2_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_topk64_msx20260224/eval_lex_all.json,0.4978717366628831,0.9690721649484536,0.494466515323496,0.7697594501718213,0.4900681044267877,0.7628865979381443,10252827,1164,7048,3509,None,0.00011574231191428386,0.005517207190878599,280.24112186169003,280.0,uni_gru,True,train,1114,all,1164
P3_subj1to2_seed2_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_fps2k64_msx20260224,P3,subj1to2_seed2,raw_dataset/protocolSx_split_seed2_subj1to2_ds1.npz,data/msx20260224/P3_subj1to2_seed2_raw_ds1_el-all_within_fps2k64.pkl,-1,1,all,0,,,,,,uni_gru,512,5,4,32,64,4,3,4,2,4,1,0.8,0.2,2.0,10.0,10000,0,,msx:k64_uni_gru,,within_fps2k64,P3_subj1to2_seed2_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_fps2k64_msx20260224,P3_subj1to2_seed2_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_fps2k64_msx20260224,logs/P3_subj1to2_seed2_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_fps2k64_msx20260224,logs/P3_subj1to2_seed2_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_fps2k64_msx20260224/eval_greedy_test.json,logs/P3_subj1to2_seed2_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_fps2k64_msx20260224/eval_lex_train.json,logs/P3_subj1to2_seed2_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_fps2k64_msx20260224/eval_lex_all.json,0.5116345062429057,0.9785223367697594,0.5078036322360954,0.7878006872852233,0.5042565266742338,0.781786941580756,10252827,1164,7048,3606,None,0.00011528696733309398,0.005495501814891908,280.240173258441,280.0,uni_gru,True,train,1114,all,1164
P3_subj1to2_seed2_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_transfer_subj1_topk64_msx20260224,P3,subj1to2_seed2,raw_dataset/protocolSx_split_seed2_subj1to2_ds1.npz,data/msx20260224/P3_subj1to2_seed2_raw_ds1_el-all_transfer_subj1_topk64.pkl,-1,1,all,0,,,,,,uni_gru,512,5,4,32,64,4,3,4,2,4,1,0.8,0.2,2.0,10.0,10000,0,,msx:k64_uni_gru,,transfer_subj1_topk64,P3_subj1to2_seed2_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_transfer_subj1_topk64_msx20260224,P3_subj1to2_seed2_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_transfer_subj1_topk64_msx20260224,logs/P3_subj1to2_seed2_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_transfer_subj1_topk64_msx20260224,logs/P3_subj1to2_seed2_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_transfer_subj1_topk64_msx20260224/eval_greedy_test.json,logs/P3_subj1to2_seed2_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_transfer_subj1_topk64_msx20260224/eval_lex_train.json,logs/P3_subj1to2_seed2_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_transfer_subj1_topk64_msx20260224/eval_lex_all.json,0.5146140749148694,0.9768041237113402,0.5,0.7766323024054983,0.49460839954597047,0.7689003436426117,10252827,1164,7048,3627,None,0.00013810576859331236,0.006583228959078749,280.28771085943066,280.0,uni_gru,True,train,1114,all,1164
P3_subj1to2_seed2_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_random64_seed20260224_msx20260224,P3,subj1to2_seed2,raw_dataset/protocolSx_split_seed2_subj1to2_ds1.npz,data/msx20260224/P3_subj1to2_seed2_raw_ds1_el-all_random64_seed20260224.pkl,-1,1,all,0,,,,,,uni_gru,512,5,4,32,64,4,3,4,2,4,1,0.8,0.2,2.0,10.0,10000,0,,msx:k64_uni_gru,,random64_seed20260224,P3_subj1to2_seed2_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_random64_seed20260224_msx20260224,P3_subj1to2_seed2_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_random64_seed20260224_msx20260224,logs/P3_subj1to2_seed2_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_random64_seed20260224_msx20260224,logs/P3_subj1to2_seed2_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_random64_seed20260224_msx20260224/eval_greedy_test.json,logs/P3_subj1to2_seed2_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_random64_seed20260224_msx20260224/eval_lex_train.json,logs/P3_subj1to2_seed2_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_random64_seed20260224_msx20260224/eval_lex_all.json,0.5158910329171397,0.9707903780068728,0.5122020431328036,0.788659793814433,0.5072360953461975,0.7800687285223368,10252827,1164,7048,3636,None,0.0001200053506295114,0.005720417818570793,280.2500028993544,280.0,uni_gru,True,train,1114,all,1164
P3_subj1to2_seed3_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_topk64_msx20260224,P3,subj1to2_seed3,raw_dataset/protocolSx_split_seed3_subj1to2_ds1.npz,data/msx20260224/P3_subj1to2_seed3_raw_ds1_el-all_within_topk64.pkl,-1,1,all,0,,,,,,uni_gru,512,5,4,32,64,4,3,4,2,4,1,0.8,0.2,2.0,10.0,10000,0,,msx:k64_uni_gru,,within_topk64,P3_subj1to2_seed3_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_topk64_msx20260224,P3_subj1to2_seed3_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_topk64_msx20260224,logs/P3_subj1to2_seed3_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_topk64_msx20260224,logs/P3_subj1to2_seed3_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_topk64_msx20260224/eval_greedy_test.json,logs/P3_subj1to2_seed3_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_topk64_msx20260224/eval_lex_train.json,logs/P3_subj1to2_seed3_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_topk64_msx20260224/eval_lex_all.json,0.5253972758229285,0.9725085910652921,0.5293700340522134,0.7981099656357389,0.5245459704880817,0.7903780068728522,10252827,1164,7048,3703,None,0.00011770272721483008,0.005606681198423729,280.2457691593371,280.0,uni_gru,True,train,1114,all,1164
P3_subj1to2_seed3_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_fps2k64_msx20260224,P3,subj1to2_seed3,raw_dataset/protocolSx_split_seed3_subj1to2_ds1.npz,data/msx20260224/P3_subj1to2_seed3_raw_ds1_el-all_within_fps2k64.pkl,-1,1,all,0,,,,,,uni_gru,512,5,4,32,64,4,3,4,2,4,1,0.8,0.2,2.0,10.0,10000,0,,msx:k64_uni_gru,,within_fps2k64,P3_subj1to2_seed3_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_fps2k64_msx20260224,P3_subj1to2_seed3_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_fps2k64_msx20260224,logs/P3_subj1to2_seed3_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_fps2k64_msx20260224,logs/P3_subj1to2_seed3_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_fps2k64_msx20260224/eval_greedy_test.json,logs/P3_subj1to2_seed3_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_fps2k64_msx20260224/eval_lex_train.json,logs/P3_subj1to2_seed3_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_within_fps2k64_msx20260224/eval_lex_all.json,0.5175936435868331,0.979381443298969,0.5183030646992054,0.7912371134020618,0.5131952326901249,0.7878006872852233,10252827,1164,7048,3648,None,0.00011944109613773025,0.005689487099243336,280.24939896026785,280.0,uni_gru,True,train,1114,all,1164
P3_subj1to2_seed3_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_transfer_subj1_topk64_msx20260224,P3,subj1to2_seed3,raw_dataset/protocolSx_split_seed3_subj1to2_ds1.npz,data/msx20260224/P3_subj1to2_seed3_raw_ds1_el-all_transfer_subj1_topk64.pkl,-1,1,all,0,,,,,,uni_gru,512,5,4,32,64,4,3,4,2,4,1,0.8,0.2,2.0,10.0,10000,0,,msx:k64_uni_gru,,transfer_subj1_topk64,P3_subj1to2_seed3_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_transfer_subj1_topk64_msx20260224,P3_subj1to2_seed3_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_transfer_subj1_topk64_msx20260224,logs/P3_subj1to2_seed3_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_transfer_subj1_topk64_msx20260224,logs/P3_subj1to2_seed3_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_transfer_subj1_topk64_msx20260224/eval_greedy_test.json,logs/P3_subj1to2_seed3_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_transfer_subj1_topk64_msx20260224/eval_lex_train.json,logs/P3_subj1to2_seed3_raw_ds1_el-all_uni_gru_u512_l5_s4_k32_proj64_spec1_noiseDefault_trainseed0_K64_transfer_subj1_topk64_msx20260224/eval_lex_all.json,0.5188706015891033,0.9776632302405498,0.5112088535754824,0.7774914089347079,0.5079455164585698,0.7714776632302406,10252827,1164,7048,3657,None,0.0001127430035198656,0.005370428477285162,280.235413009128,280.0,uni_gru,True,train,1114,all,1164
