split_id,best_label,best_cer,baseline_cer,best_delta_cer
subj1to2_seed0,u1024_l5_s2_k16,0.5729284903518729,0.5895289443813848,-0.016600454029511935
subj1to2_seed1,u1024_l5_s2_k16,0.590522133938706,0.6259931895573212,-0.03547105561861519
subj1to2_seed2,baseline,0.539727582292849,0.539727582292849,0.0
subj1to2_seed3,baseline,0.5759080590238366,0.5759080590238366,0.0
subj2to1_seed0,mini_transformer,0.6590522133938707,0.7062996594778661,-0.04724744608399545
subj2to1_seed1,causal_tcn,0.6603291713961408,0.708427922814983,-0.048098751418842234
subj2to1_seed2,u1024_l5_s2_k16,0.6444381384790011,0.7105561861520999,-0.06611804767309881
subj2to1_seed3,u1024_l5_s2_k16,0.6318104426787742,0.67238933030647,-0.04057888762769579
