split_id,baseline_cer,causal_tcn_cer,causal_tcn_delta,mini_transformer_cer,mini_transformer_delta,spec0_cer,spec0_delta,ts2vec_cer,ts2vec_delta,u1024_l5_s2_k16_cer,u1024_l5_s2_k16_delta,u1024_l5_s2_k32_cer,u1024_l5_s2_k32_delta
subj1to2_seed0,0.5895289443813848,0.639755959137344,0.05022701475595914,0.6692678774120318,0.07973893303064694,0.6416004540295119,0.05207150964812712,0.588961407491487,-0.0005675368898978572,0.5729284903518729,-0.016600454029511935,0.6336549375709422,0.044125993189557344
subj1to2_seed1,0.6259931895573212,0.7282917139614075,0.10229852440408627,0.6159194097616345,-0.010073779795686688,0.6461407491486947,0.020147559591373487,,,0.590522133938706,-0.03547105561861519,0.6247162315550511,-0.0012769580022701232
subj1to2_seed2,0.539727582292849,0.6718217934165721,0.1320942111237231,0.6674233825198638,0.12769580022701477,0.5872587968217934,0.04753121452894438,,,0.6783484676503972,0.13862088535754824,0.5503688989784336,0.010641316685584545
subj1to2_seed3,0.5759080590238366,0.7342508513053349,0.15834279228149828,0.6011634506242906,0.02525539160045398,0.6503972758229285,0.07448921679909193,,,0.5908059023836549,0.014897843359818363,0.5783200908059024,0.0024120317820658377
subj2to1_seed0,0.7062996594778661,0.7125425652667423,0.006242905788876207,0.6590522133938707,-0.04724744608399545,0.6984960272417707,-0.00780363223609537,0.6824631101021567,-0.023836549375709448,0.6835981838819524,-0.022701475595913734,0.6745175936435869,-0.03178206583427923
subj2to1_seed1,0.708427922814983,0.6603291713961408,-0.048098751418842234,0.6627412031782066,-0.045686719636776396,0.7272985244040863,0.018870601589103253,,,0.842366628830874,0.13393870601589097,0.8420828603859251,0.13365493757094205
subj2to1_seed2,0.7105561861520999,0.6796254256526674,-0.030930760499432552,0.679483541430193,-0.03107264472190696,0.7309875141884222,0.020431328036322305,,,0.6444381384790011,-0.06611804767309881,0.6745175936435869,-0.036038592508513045
subj2to1_seed3,0.67238933030647,0.6749432463110102,0.0025539160045402465,0.6824631101021567,0.010073779795686688,0.6980703745743473,0.025681044267877318,,,0.6318104426787742,-0.04057888762769579,0.6672814982973894,-0.005107832009080604
