finding_id,setting,metric,mean,std,n,evidence_path
H13,"subset_method=fps2k, K=32, frontend=vector",greedy_cer,0.14397319715557455,0.015739583785043025,4,results/ed20260217/paperjson/h13_rowcol_vs_vector_p1_k32_k64_2026-02-17.csv
H13,"subset_method=fps2k, K=32, frontend=vector",greedy_rtf,0.0005135800622331928,2.5228725603090792e-05,4,results/ed20260217/paperjson/h13_rowcol_vs_vector_p1_k32_k64_2026-02-17.csv
H13,"subset_method=fps2k, K=32, frontend=vector",lex_train_cer,0.4157849269844924,0.02199646314123948,4,results/ed20260217/paperjson/h13_rowcol_vs_vector_p1_k32_k64_2026-02-17.csv
H13,"subset_method=fps2k, K=32, frontend=vector",lex_all_cer,0.07096774283343474,0.008935425476397649,4,results/ed20260217/paperjson/h13_rowcol_vs_vector_p1_k32_k64_2026-02-17.csv
H13,"subset_method=fps2k, K=64, frontend=vector",greedy_cer,0.11945550694592907,0.011846512445644037,4,results/ed20260217/paperjson/h13_rowcol_vs_vector_p1_k32_k64_2026-02-17.csv
H13,"subset_method=fps2k, K=64, frontend=vector",greedy_rtf,0.0005324717126943289,0.00010894983263074144,4,results/ed20260217/paperjson/h13_rowcol_vs_vector_p1_k32_k64_2026-02-17.csv
H13,"subset_method=fps2k, K=64, frontend=vector",lex_train_cer,0.40573074906332396,0.015784556030063023,4,results/ed20260217/paperjson/h13_rowcol_vs_vector_p1_k32_k64_2026-02-17.csv
H13,"subset_method=fps2k, K=64, frontend=vector",lex_all_cer,0.04602212674453343,0.007103289279332687,4,results/ed20260217/paperjson/h13_rowcol_vs_vector_p1_k32_k64_2026-02-17.csv
H13,"subset_method=topk, K=32, frontend=vector",greedy_cer,0.13991113782841905,0.018704707435353157,4,results/ed20260217/paperjson/h13_rowcol_vs_vector_p1_k32_k64_2026-02-17.csv
H13,"subset_method=topk, K=32, frontend=vector",greedy_rtf,0.0004906094464863154,3.9845921963240536e-05,4,results/ed20260217/paperjson/h13_rowcol_vs_vector_p1_k32_k64_2026-02-17.csv
H13,"subset_method=topk, K=32, frontend=vector",lex_train_cer,0.41060269784283576,0.0143928451683835,4,results/ed20260217/paperjson/h13_rowcol_vs_vector_p1_k32_k64_2026-02-17.csv
H13,"subset_method=topk, K=32, frontend=vector",lex_all_cer,0.07004641325708366,0.021040498518519815,4,results/ed20260217/paperjson/h13_rowcol_vs_vector_p1_k32_k64_2026-02-17.csv
H13,"subset_method=topk, K=64, frontend=vector",greedy_cer,0.12887873899559824,0.015542984284734631,4,results/ed20260217/paperjson/h13_rowcol_vs_vector_p1_k32_k64_2026-02-17.csv
H13,"subset_method=topk, K=64, frontend=vector",greedy_rtf,0.0004759518425483324,5.1095569878727464e-06,4,results/ed20260217/paperjson/h13_rowcol_vs_vector_p1_k32_k64_2026-02-17.csv
H13,"subset_method=topk, K=64, frontend=vector",lex_train_cer,0.4093595272012915,0.014089855867984056,4,results/ed20260217/paperjson/h13_rowcol_vs_vector_p1_k32_k64_2026-02-17.csv
H13,"subset_method=topk, K=64, frontend=vector",lex_all_cer,0.05951190407669918,0.011002990056242987,4,results/ed20260217/paperjson/h13_rowcol_vs_vector_p1_k32_k64_2026-02-17.csv
